Time (ns)	RMSD	RMSF	rGyr	SASA
79.6	3.41		4.52	139.953
79.8	2.368		4.656	182.031
80	3.322		4.506	129.986
80.2	2.695		4.553	155.584
80.4	2.49		4.573	179.672
80.6	3.024		4.479	130.183
80.8	3.037		4.687	145.454
81	3.127		4.506	136.114
81.2	2.66		4.767	151.464
81.4	3.572		4.47	117.778
81.6	3.742		4.483	128.113
81.8	3.269		4.601	130.584
82	3.821		4.463	127.119
82.2	2.888		4.603	166.188
82.4	2.461		4.571	187.898
82.6	2.458		4.593	194.458
82.8	2.242		4.614	213.025
83	1.943		4.41	190.186
83.2	1.566		4.431	173.621
83.4	2.302		4.495	190.69
83.6	2.261		4.578	210.866
83.8	1.905		4.511	202.558
84	1.909		4.422	179.12
84.2	1.945		4.502	180.111
84.4	2.266		4.49	164.957
84.6	2.649		4.568	151.92
84.8	2.167		4.549	218.277
85	1.944		4.521	183.179
85.2	1.575		4.563	179.413
85.4	2.175		4.572	173.542
85.6	1.837		4.512	157.375
85.8	1.853		4.492	169.731
86	2.022		4.481	168.491
86.2	1.718		4.529	168.758
86.4	1.955		4.445	190.54
86.6	2.701		4.514	149.957
86.8	2.862		4.557	145.773
87	3.096		4.55	149.998
87.2	2.595		4.515	146.786
87.4	2.898		4.574	167.08
87.6	3.362		4.555	155.421
87.8	2.822		4.505	168.823
88	2.848		4.551	147.079
88.2	2.994		4.537	162.65
88.4	2.793		4.549	152.254
88.6	2.07		4.554	181.542
88.8	2.912		4.527	172.872
89	2.119		4.542	191.279
89.2	2.721		4.513	189.188
89.4	2.887		4.548	150.022
89.6	2.793		4.524	140.332
89.8	2.676		4.694	133.17
90	3.528		4.605	128.215
90.2	2.635		4.556	147.559
90.4	3.006		4.557	146.989
90.6	3.084		4.558	154.389
90.8	2.607		4.593	180.023
91	3.452		4.613	157.638
91.2	3.241		4.544	167.81
91.4	2.031		4.485	180.618
91.6	1.712		4.347	163.17
91.8	1.464		4.618	197.812
92	2.04		4.548	172.423
92.2	1.936		4.469	175.824
92.4	1.523		4.508	188.794
92.6	1.809		4.452	204.666
92.8	1.908		4.625	201.118
93	2.032		4.382	172.081
93.2	2.707		4.522	126.287
93.4	1.972		4.541	192.853
93.6	2.018		4.481	199.616
93.8	1.775		4.516	161.988
94	2.089		4.487	158.285
94.2	2.49		4.529	188.478
94.4	2.344		4.68	177.939
94.6	2.347		4.471	186.081
94.8	2.109		4.407	196.077
95	2.986		4.634	192.867
95.2	2.043		4.488	182.445
95.4	2.053		4.602	173.613
95.6	2.075		4.539	147.239
95.8	1.908		4.475	145.225
96	2.542		4.565	168.841
96.2	1.966		4.528	179.187
96.4	2.272		4.601	177.674
96.6	2.408		4.508	160.075
96.8	2.233		4.545	162.037
97	2.131		4.567	165.386
97.2	2.333		4.51	173.645
97.4	2.432		4.497	187.319
97.6	2.076		4.497	188.577
97.8	2.178		4.439	189.012
98	2.481		4.465	183.555
98.2	2.157		4.559	188.471
98.4	2.208		4.474	180.921
98.6	2.645		4.598	193.366
98.8	2.362		4.495	183.993
99	2.277		4.565	185.478
99.2	2.283		4.467	158.508
99.4	2.789		4.567	168.35
99.6	2.322		4.532	172.998
99.8	2.426		4.546	179.615
100	2.615		4.526	173.366
100.2	2.551		4.512	185.098
100.4	2.406		4.625	181.016
100.6	2.226		4.548	176.256
100.8	2.124		4.507	162.885
101	2.395		4.515	190.002
101.2	2.189		4.545	166.23
101.4	2.342		4.589	173.454
101.6	2.343		4.453	184.979
101.8	2.135		4.448	176.632
102	2.348		4.473	172.802
102.2	2.3		4.539	172.266
102.4	2.38		4.402	151.033
102.6	2.459		4.566	177.494
102.8	2.1		4.485	175.166
103	2.24		4.489	185.183
103.2	1.773		4.457	172.643
103.4	1.966		4.612	186.819
103.6	2.587		4.691	175.194
103.8	2.459		4.659	182.329
104	2.502		4.642	201.72
104.2	2.373		4.732	183.962
104.4	2.592		4.768	208.657
104.6	2.811		4.758	187.548
104.8	2.469		4.564	178.989
105	2.356		4.764	205.572
105.2	2.421		4.57	174.973
105.4	2.087		4.599	176.815
105.6	2.383		4.706	168.151
105.8	3.153		4.786	179.392
106	2.763		4.815	194.869
106.2	2.343		4.749	167.442
106.4	2.199		4.578	176.452
106.6	2.563		4.78	156.479
106.8	2.591		4.681	177.745
107	2.534		4.754	158.945
107.2	2.449		4.594	196.306
107.4	2.537		4.587	182.145
107.6	2.613		4.753	175.461
107.8	2.046		4.652	187.582
108	3.023		4.766	169.891
108.2	2.547		4.698	193.438
108.4	2.764		4.794	174.989
108.6	2.572		4.724	174.214
108.8	2.415		4.626	173.795
109	2.652		4.803	170.366
109.2	2.768		4.731	174.732
109.4	2.81		4.853	149.881
109.6	2.765		4.695	166.015
109.8	2.353		4.766	164.096
110	2.652		4.916	175.611
110.2	2.533		4.681	152.906
110.4	2.543		4.743	145.717
110.6	2.404		4.493	147.754
110.8	2.771		4.784	164.662
111	2.636		4.808	161.996
111.2	2.537		4.841	172.757
111.4	2.867		4.596	154.659
111.6	2.814		4.839	169.211
111.8	2.719		4.762	150.029
112	2.782		4.804	179.79
112.2	2.296		4.775	175.001
112.4	2.57		4.706	175.367
112.6	2.553		4.691	174.345
112.8	2.93		4.886	158.849
113	2.661		4.733	152.127
113.2	2.553		4.737	163.186
113.4	2.824		4.669	152.786
113.6	2.719		4.709	156.979
113.8	2.73		4.81	160.511
114	2.64		4.764	156.011
114.2	2.926		4.794	158.52
114.4	2.704		4.74	152.03
114.6	2.606		4.566	159.006
114.8	2.608		4.831	168.185
115	2.811		4.654	146.057
115.2	2.812		4.675	167.527
115.4	2.804		4.934	158.825
115.6	2.781		4.862	156.22
115.8	2.815		4.815	143.596
116	2.817		4.726	148.107
116.2	3.349		4.749	125.941
116.4	2.706		4.73	153.782
116.6	2.515		4.689	158.259
116.8	3.215		4.808	148.8
117	2.982		4.811	158.303
117.2	3.327		4.669	121.449
117.4	3.577		4.789	132.395
117.6	3.349		4.813	144.415
117.8	3.315		4.726	166.676
118	3.397		4.658	160.613
118.2	3.044		4.739	145.185
118.4	3.504		4.809	129.674
118.6	3.012		4.659	132.607
118.8	3.214		4.78	124.204
119	3.052		4.698	173.163
119.2	3.418		4.687	136.433
119.4	3.122		4.743	131.6
119.6	3.278		4.84	143.818
119.8	3.265		4.676	152.424
120	3.25		4.659	155.353
120.2	2.82		4.596	165.509
120.4	3.295		4.646	129.182
120.6	3.355		4.765	147.615
120.8	3.498		4.796	151.266
121	3.425		4.738	130.241
121.2	3.249		4.874	151.688
121.4	3.202		4.934	163.362
121.6	3.671		4.837	131.863
121.8	3.476		4.769	138.209
122	3.748		4.789	148.384
122.2	3.162		4.847	160.749
122.4	2.906		4.783	158.701
122.6	3.261		4.834	155.99
122.8	3.041		4.755	156.497
123	3.159		4.748	154.722
123.2	3.327		4.799	155.038
123.4	2.938		4.726	175.836
123.6	2.793		4.829	170.787
123.8	3.11		4.799	148.511
124	3.074		4.754	164.283
124.2	3.138		4.904	162.965
124.4	3.321		4.718	158.299
124.6	2.779		4.681	193.022
124.8	3.406		4.919	135.06
125	3.161		4.727	173.037
125.2	3.712		4.833	158.33
125.4	3.082		4.748	156.11
125.6	2.962		4.876	163.086
125.8	2.941		4.785	168.999
126	2.831		4.745	152.553
126.2	2.831		4.707	146.078
126.4	3.823		4.755	156.176
126.6	3.574		4.826	154.987
126.8	3.481		4.826	153.019
127	3.415		4.821	136.85
127.2	3.674		4.853	124.41
127.4	3.533		4.812	139.946
127.6	3.649		4.772	135.227
127.8	3.321		4.733	124.968
128	3.358		4.74	150.746
128.2	3.587		4.81	139.539
128.4	2.895		4.658	161.732
128.6	3.136		4.873	172.681
128.8	3.204		4.856	167.138
129	2.888		4.679	159.182
129.2	2.82		4.624	156.738
129.4	3.042		4.738	166.051
129.6	3.711		4.613	123.246
129.8	3.023		4.839	160.003
130	3.161		4.705	160.118
130.2	3.216		4.74	155.538
130.4	3.19		4.76	153.182
130.6	2.925		4.65	154.876
130.8	3.23		4.694	153.06
131	3.066		4.627	180.182
131.2	3.216		4.647	143.763
131.4	3.312		4.752	156.476
131.6	3.15		4.744	152.099
131.8	2.726		4.722	157.576
132	2.919		4.74	150.124
132.2	2.972		4.648	154.865
132.4	2.873		4.788	161.875
132.6	3.532		4.735	146.773
132.8	3.019		4.805	134.081
133	3.635		4.84	149.495
133.2	3.993		4.822	145.19
133.4	3.08		4.718	143.108
133.6	3.113		4.601	137.143
133.8	2.924		4.637	149.074
134	3		4.769	165.368
134.2	3.478		4.724	163.94
134.4	3.873		4.666	129.187
134.6	3.518		4.799	142.659
134.8	3.236		4.688	156.452
135	3.165		4.746	169.383
135.2	3.599		4.874	135.63
135.4	3.62		4.797	130.36
135.6	3.407		4.848	136.078
135.8	3.312		4.683	153.407
136	3.428		4.679	153.692
136.2	2.889		4.608	140.03
136.4	3.258		4.764	161.81
136.6	3.084		4.864	164.358
136.8	2.816		4.638	182.56
137	3.239		4.712	134.354
137.2	2.349		4.696	182.266
137.4	2.927		4.817	162.716
137.6	2.966		4.836	155.548
137.8	2.821		4.7	163.202
138	2.475		4.713	172.349
138.2	2.737		4.723	160.202
138.4	2.937		4.781	160.688
138.6	2.896		4.845	165.35
138.8	3.344		4.753	134.112
139	3.167		4.784	148.867
139.2	2.683		4.802	152.752
139.4	2.654		4.901	155.993
139.6	2.851		4.794	166.255
139.8	2.874		4.789	175.232
140	3.18		4.816	145.854
140.2	2.683		4.806	141.125
140.4	2.668		4.749	158.889
140.6	2.484		4.791	179.369
140.8	2.759		4.77	145.488
141	2.811		4.765	166.779
141.2	2.964		4.739	150.448
141.4	3.446		4.798	145.037
141.6	2.898		4.771	160.829
141.8	3.124		4.829	151.856
142	2.818		4.751	159.986
142.2	2.681		4.824	180.667
142.4	2.472		4.874	180.397
142.6	2.983		4.83	157.725
142.8	3.249		4.756	156.536
143	2.683		4.678	163.641
143.2	2.982		4.792	162.541
143.4	3.273		4.89	172.086
143.6	2.883		4.759	172.697
143.8	3.039		4.662	162.254
144	3.217		4.768	155.737
144.2	3.443		4.645	140.488
144.4	3.649		4.837	148.734
144.6	3.293		4.802	178.428
144.8	3.285		4.783	129.115
145	3.761		4.806	135.867
145.2	3.089		4.547	127.913
145.4	3.139		4.764	151.609
145.6	3.317		4.698	146.203
145.8	2.925		4.777	157.647
146	2.858		4.77	160.069
146.2	3.229		4.717	145.878
146.4	3.534		4.84	135.228
146.6	2.707		4.755	142.359
146.8	2.916		4.754	138.965
147	3.008		4.733	152.481
147.2	2.741		4.817	166.071
147.4	3.137		4.709	148.467
147.6	2.908		4.774	148.939
147.8	2.647		4.688	172.955
148	3.496		4.753	154.201
148.2	2.821		4.768	152.028
148.4	2.821		4.863	160.79
148.6	2.919		4.691	148.243
148.8	2.862		4.795	152.662
149	2.967		4.845	175.427
149.2	2.737		4.825	160.941
149.4	3.046		4.802	161.951
149.6	3.039		4.76	161.923
149.8	2.792		4.766	173.573
150	2.921		4.867	184.29
150.2	2.864		4.833	157.467
150.4	2.756		4.765	167.636
150.6	3.044		4.802	153.025
150.8	3.066		4.78	138.343
151	2.667		4.678	176.578
151.2	2.916		4.524	180.176
151.4	2.914		4.658	158.801
151.6	3.132		4.663	145.073
151.8	3.466		4.65	162.685
152	3.598		4.905	157.417
152.2	3.439		4.607	165.372
152.4	3.854		4.724	148.616
152.6	4.221		4.855	160.87
152.8	3.195		4.784	132.966
153	3.417		4.749	150.96
153.2	3.373		4.778	153.913
153.4	3.743		4.837	161.237
153.6	3.893		4.869	172.565
153.8	3.654		4.815	149.134
154	3.726		4.74	127.481
154.2	3.771		4.801	172.837
154.4	3.629		4.664	162.102
154.6	3.891		4.769	175.118
154.8	3.883		4.678	170.226
155	3.935		4.837	187.037
155.2	4.048		4.869	181.368
155.4	3.662		4.705	164.927
155.6	4.055		4.759	162.345
155.8	4.005		4.768	172.11
156	4.059		4.883	188.884
156.2	3.675		4.684	190.452
156.4	4.108		4.729	169.533
156.6	3.816		4.711	174.408
156.8	4.147		4.825	182.921
157	4.041		4.806	179.2
157.2	3.578		4.774	160.819
157.4	4.086		4.571	180.921
157.6	3.452		4.694	203.075
157.8	4.308		4.81	201.468
158	3.81		4.827	187.671
158.2	3.596		4.819	211.056
158.4	3.992		4.709	180.971
158.6	3.978		4.765	195.539
158.8	4.028		4.647	201.107
159	3.584		4.907	181.481
159.2	3.516		4.745	179.667
159.4	3.991		4.804	177.038
159.6	3.965		4.806	192.796
159.8	3.636		4.524	206.373
160	3.655		4.517	175.666
160.2	3.391		4.622	183.941
160.4	3.396		4.496	176.801
160.6	3.433		4.533	191.1
160.8	3.613		4.441	178.097
161	3.209		4.525	172.024
161.2	3.877		4.416	166.239
161.4	3.989		4.51	186.813
161.6	3.7		4.538	168.559
161.8	3.695		4.579	183.495
162	3.63		4.546	161.095
162.2	4.154		4.552	180.588
162.4	3.519		4.612	159.483
162.6	4.059		4.568	212.342
162.8	3.652		4.593	170.382
163	3.191		4.507	152.91
163.2	3.516		4.528	168.438
163.4	3.811		4.472	186.044
163.6	3.742		4.536	161.188
163.8	3.568		4.604	153.565
164	3.283		4.547	154.341
164.2	3.261		4.495	186.566
164.4	4.297		4.499	165.476
164.6	4.061		4.685	153.262
164.8	3.887		4.609	147.148
165	3.532		4.486	160.368
165.2	3.971		4.438	150.814
165.4	3.928		4.475	167.664
165.6	3.867		4.519	156.411
165.8	3.928		4.564	145.932
166	3.976		4.47	117.209
166.2	3.609		4.54	153.782
166.4	4.032		4.487	155.075
166.6	3.71		4.534	141.003
166.8	4.084		4.495	140.6
167	4.147		4.579	141.763
167.2	3.665		4.477	160.298
167.4	3.766		4.458	146.594
167.6	3.904		4.596	166.869
167.8	3.51		4.585	177.407
168	3.501		4.515	174.936
168.2	3.542		4.526	149.456
168.4	3.555		4.548	150.223
168.6	3.723		4.491	152.333
168.8	3.11		4.524	138.628
169	4.13		4.494	144.77
169.2	3.545		4.616	123.243
169.4	3.476		4.552	158.338
169.6	3.821		4.571	138.401
169.8	3.377		4.5	178.941
170	3.564		4.497	148.848
170.2	3.524		4.576	176.819
170.4	4.288		4.511	168.138
170.6	3.962		4.551	136.221
170.8	4.225		4.54	161.768
171	4.138		4.662	174.051
171.2	3.907		4.53	151.463
171.4	3.502		4.521	129.849
171.6	3.56		4.546	141.639
171.8	3.993		4.475	125.929
172	3.806		4.482	152.795
172.2	3.896		4.568	165.678
172.4	3.689		4.53	172.122
172.6	3.937		4.522	163.045
172.8	3.592		4.489	162.758
173	3.164		4.464	151.688
173.2	3.644		4.439	160.836
173.4	3.956		4.569	183.316
173.6	3.966		4.468	157.684
173.8	3.846		4.558	155.221
174	4.03		4.541	164.586
174.2	3.813		4.561	172.66
174.4	3.944		4.583	165.124
174.6	3.755		4.518	141.919
174.8	3.78		4.593	171.325
175	3.63		4.512	163.959
175.2	3.934		4.457	155.648
175.4	3.281		4.592	153.672
175.6	3.612		4.54	154.975
175.8	3.436		4.474	157.276
176	3.378		4.529	162.179
176.2	3.465		4.53	150.387
176.4	3.604		4.546	164.367
176.6	3.673		4.564	176.639
176.8	3.643		4.627	162.97
177	3.617		4.622	139.756
177.2	3.488		4.627	146.966
